economy,time,SP.POP.TOTL,SP.RUR.TOTL,SP.URB.TOTL
LBY,YR2008,6053078.0,1353952.0,4699126.0
LBY,YR2012,6198258.0,1331882.0,4866376.0
LBY,YR2016,6293253.0,1287600.0,5005653.0
LCA,YR1992,141925.0,100243.0,41682.0
LCA,YR1996,149004.0,106441.0,42563.0
LCA,YR2000,156949.0,113358.0,43591.0
LCA,YR2004,162251.0,123095.0,39156.0
LCA,YR2008,169220.0,135154.0,34066.0
LCA,YR2012,174835.0,142578.0,32257.0
LCA,YR2016,178015.0,144979.0,33036.0
LCN,YR1992,461466819.0,130564546.0,330869381.0
LCN,YR1996,493920488.0,130205711.0,363682675.0
LCN,YR2000,524829251.0,128644890.0,396155977.0
LCN,YR2004,553563090.0,128359944.0,425175632.0
LCN,YR2008,582179826.0,128084197.0,454066253.0
LCN,YR2012,610547919.0,127555717.0,482961243.0
LCN,YR2016,637663890.0,126566781.0,511065160.0
LDC,YR1992,539720450.0,419173419.0,120547031.0
LDC,YR1996,600926162.0,458410278.0,142515884.0
LDC,YR2000,664804763.0,498490673.0,166314090.0
LDC,YR2004,735796583.0,539439473.0,196357110.0
LDC,YR2008,809730997.0,579298960.0,230432037.0
LDC,YR2012,890423474.0,619179579.0,271243895.0
LDC,YR2016,979387925.0,661073061.0,318314864.0
LIC,YR1992,373402947.0,282195657.0,91207290.0
LIC,YR1996,418317960.0,311380346.0,106937614.0
LIC,YR2000,465631330.0,341602130.0,124029200.0
LIC,YR2004,519630935.0,375111436.0,144519499.0
LIC,YR2008,580229110.0,411236147.0,168992963.0
LIC,YR2012,644901894.0,447871737.0,197030157.0
LIC,YR2016,714022293.0,485434140.0,228588153.0
LIE,YR1992,29497.0,24560.0,4937.0
LIE,YR1996,31325.0,26222.0,5103.0
LIE,YR2000,33286.0,28250.0,5036.0
LIE,YR2004,34596.0,29478.0,5118.0
LIE,YR2008,35541.0,30361.0,5180.0
LIE,YR2012,36545.0,31295.0,5250.0
LIE,YR2016,37666.0,32279.0,5387.0
LKA,YR1992,17740637.0,14457910.0,3282727.0
LKA,YR1996,18372120.0,14983934.0,3388186.0
LKA,YR2000,18781938.0,15329818.0,3452120.0
LKA,YR2004,19372538.0,15823683.0,3548855.0
LKA,YR2008,19945832.0,16304321.0,3641511.0
LKA,YR2012,20425000.0,16708467.0,3716533.0
LKA,YR2016,21203000.0,17320519.0,3882481.0
LMC,YR1992,1962374702.0,1364767292.0,595675410.0
LMC,YR1996,2121803515.0,1449595743.0,670148772.0
LMC,YR2000,2280235216.0,1529611972.0,748923244.0
LMC,YR2004,2439908661.0,1600612263.0,837591776.0
LMC,YR2008,2599821177.0,1663392520.0,934681274.0
LMC,YR2012,2764105969.0,1721616413.0,1040684356.0
LMC,YR2016,2931075528.0,1773670511.0,1155588817.0
LMY,YR1992,4407097054.0,2808265853.0,1596899201.0
LMY,YR1996,4710560456.0,2915927582.0,1792573874.0
LMY,YR2000,5006672528.0,3006360588.0,1998611940.0
LMY,YR2004,5293853508.0,3059618551.0,2232530335.0
LMY,YR2008,5584333697.0,3098121933.0,2484464381.0
LMY,YR2012,5887499549.0,3132483208.0,2753211141.0
LMY,YR2016,6202019744.0,3164060662.0,3036142882.0
LSO,YR1992,1667121.0,1415286.0,251835.0
LSO,YR1996,1787273.0,1473231.0,314042.0
LSO,YR2000,1868699.0,1503406.0,365293.0
LSO,YR2004,1933728.0,1514322.0,419406.0
LSO,YR2008,1999930.0,1524027.0,475903.0
LSO,YR2012,2089928.0,1552733.0,537195.0
LSO,YR2016,2203821.0,1601803.0,602018.0
LTU,YR1992,3700114.0,1203869.0,2496245.0
LTU,YR1996,3601613.0,1180429.0,2421184.0
LTU,YR2000,3499536.0,1155337.0,2344199.0
LTU,YR2004,3377075.0,1126390.0,2250685.0
LTU,YR2008,3198231.0,1060278.0,2137953.0
LTU,YR2012,2987773.0,990028.0,1997745.0
LTU,YR2016,2868231.0,936019.0,1932212.0
LUX,YR1992,392175.0,72443.0,319732.0
LUX,YR1996,414225.0,71143.0,343082.0
LUX,YR2000,436300.0,68866.0,367434.0
LUX,YR2004,458095.0,63322.0,394773.0
LUX,YR2008,488650.0,59615.0,429035.0
LUX,YR2012,530946.0,57082.0,473864.0
LUX,YR2016,582014.0,55524.0,526490.0
LVA,YR1992,2614338.0,814314.0,1800024.0
LVA,YR1996,2457222.0,770339.0,1686883.0
LVA,YR2000,2367550.0,756030.0,1611520.0
LVA,YR2004,2263122.0,726462.0,1536660.0
LVA,YR2008,2177322.0,700357.0,1476965.0
LVA,YR2012,2034319.0,653077.0,1381242.0
LVA,YR2016,1959537.0,626640.0,1332897.0
MAC,YR1992,362459.0,584.0,361875.0
MAC,YR1996,393567.0,79.0,393488.0
MAC,YR2000,427979.0,0.0,427979.0
MAC,YR2004,471453.0,0.0,471453.0
MAC,YR2008,514348.0,0.0,514348.0
MAC,YR2012,562531.0,0.0,562531.0
MAC,YR2016,612167.0,0.0,612167.0
MAF,YR1992,32892.0,,
MAF,YR1996,32102.0,,
MAF,YR2000,28384.0,,
MAF,YR2004,27514.0,,
MAF,YR2008,29376.0,,
MAF,YR2012,30959.0,,
MAF,YR2016,31949.0,,
MAR,YR1992,25791494.0,12935982.0,12855512.0
MAR,YR1996,27460603.0,13175048.0,14285555.0
MAR,YR2000,28849621.0,13462676.0,15386945.0
MAR,YR2004,30179285.0,13688117.0,16491168.0
MAR,YR2008,31596855.0,13622668.0,17974187.0
MAR,YR2012,33333789.0,13619520.0,19714269.0
MAR,YR2016,35276786.0,13630950.0,21645836.0
MCO,YR1992,29863.0,0.0,29863.0
MCO,YR1996,30967.0,0.0,30967.0
MCO,YR2000,32082.0,0.0,32082.0
MCO,YR2004,33314.0,0.0,33314.0
MCO,YR2008,35853.0,0.0,35853.0
MCO,YR2012,37783.0,0.0,37783.0
MCO,YR2016,38499.0,0.0,38499.0
MDA,YR1992,3706000.0,1979930.0,1726070.0
MDA,YR1996,3667748.0,1973248.0,1694500.0
MDA,YR2000,3639592.0,2016734.0,1622858.0
MDA,YR2004,3603945.0,2054609.0,1549336.0
MDA,YR2008,3570108.0,2046315.0,1523793.0
MDA,YR2012,3559519.0,2044659.0,1514860.0
MDA,YR2016,3551954.0,2041983.0,1509971.0
MDG,YR1992,12301336.0,9265243.0,3036093.0
MDG,YR1996,13902688.0,10279926.0,3622762.0
MDG,YR2000,15766806.0,11490691.0,4276115.0
MDG,YR2004,17802997.0,12780594.0,5022403.0
MDG,YR2008,19996469.0,13863552.0,6132917.0
MDG,YR2012,22346573.0,14921477.0,7425096.0
MDG,YR2016,24894551.0,15968361.0,8926190.0
MDV,YR1992,236190.0,175458.0,60732.0
MDV,YR1996,259327.0,191881.0,67446.0
MDV,YR2000,280384.0,202701.0,77683.0
MDV,YR2004,310423.0,209567.0,100856.0
MDV,YR2008,345054.0,222180.0,122874.0
MDV,YR2012,386203.0,242277.0,143926.0
MDV,YR2016,427756.0,261128.0,166628.0
MEA,YR1992,267020622.0,119382462.0,147638160.0
MEA,YR1996,292934005.0,125981977.0,166952028.0
MEA,YR2000,317129227.0,131735192.0,185394035.0
MEA,YR2004,342046777.0,136960622.0,205086155.0
MEA,YR2008,371999662.0,142531111.0,229468551.0
MEA,YR2012,404783020.0,148930323.0,255852697.0
MEA,YR2016,436738031.0,154748672.0,281989359.0
MEX,YR1992,88828310.0,24686276.0,64142034.0
MEX,YR1996,95687452.0,25194506.0,70492946.0
MEX,YR2000,101719673.0,25712699.0,76006974.0
MEX,YR2004,106995583.0,25682150.0,81313433.0
MEX,YR2008,113661809.0,25889887.0,87771922.0
MEX,YR2012,120828307.0,26092873.0,94735434.0
MEX,YR2016,127540423.0,26047581.0,101492842.0
MHL,YR1992,49378.0,16923.0,32455.0
MHL,YR1996,51401.0,16933.0,34468.0
MHL,YR2000,52159.0,16388.0,35771.0
MHL,YR2004,52074.0,15290.0,36784.0
MHL,YR2008,52218.0,14301.0,37917.0
MHL,YR2012,52663.0,13430.0,39233.0
MHL,YR2016,53066.0,12615.0,40451.0
MIC,YR1992,4033694107.0,2526070196.0,1505691911.0
MIC,YR1996,4292242496.0,2604547236.0,1685636260.0
MIC,YR2000,4541041198.0,2664758458.0,1874582740.0
MIC,YR2004,4774222573.0,2684507115.0,2088010836.0
MIC,YR2008,5004104587.0,2686885786.0,2315471418.0
MIC,YR2012,5242597655.0,2684611471.0,2556180984.0
MIC,YR2016,5487997451.0,2678626522.0,2807554729.0
MKD,YR1992,1988659.0,820043.0,1168616.0
MKD,YR1996,1989443.0,808112.0,1181331.0
MKD,YR2000,2034819.0,843473.0,1191346.0
MKD,YR2004,2057047.0,869905.0,1187142.0
MKD,YR2008,2067378.0,885355.0,1182023.0
MKD,YR2012,2074036.0,889243.0,1184793.0
MKD,YR2016,2081206.0,883201.0,1198005.0
MLI,YR1992,8868263.0,6723385.0,2144878.0
MLI,YR1996,9856810.0,7296504.0,2560306.0
MLI,YR2000,10967690.0,7857692.0,3109998.0
MLI,YR2004,12391906.0,8513239.0,3878667.0
MLI,YR2008,14138216.0,9274246.0,4863970.0
MLI,YR2012,16006670.0,9988322.0,6018348.0
MLI,YR2016,17994837.0,10656003.0,7338834.0
MLT,YR1992,367618.0,34516.0,333102.0
MLT,YR1996,379905.0,33504.0,346401.0
MLT,YR2000,390087.0,29771.0,360316.0
MLT,YR2004,401268.0,26456.0,374812.0
MLT,YR2008,409379.0,24853.0,384526.0
MLT,YR2012,420028.0,24315.0,395713.0
MLT,YR2016,455356.0,25136.0,430220.0
MMR,YR1992,41711465.0,31036250.0,10675215.0
MMR,YR1996,43793310.0,32274356.0,11518954.0
MMR,YR2000,46095462.0,33638163.0,12457299.0
MMR,YR2004,48073707.0,34728446.0,13345261.0
MMR,YR2008,49479752.0,35374559.0,14105193.0
MMR,YR2012,50986514.0,36064801.0,14921713.0
MMR,YR2016,52885223.0,36976290.0,15908933.0
MNA,YR1992,239062651.0,113874606.0,125188045.0
MNA,YR1996,260190124.0,120092233.0,140097891.0
MNA,YR2000,280955290.0,125579765.0,155375525.0
MNA,YR2004,301278295.0,130333558.0,170944737.0
MNA,YR2008,323531149.0,135125202.0,188405947.0
MNA,YR2012,348195697.0,140877367.0,207318330.0
MNA,YR2016,373719055.0,146448171.0,227270884.0
MNE,YR1992,608516.0,302931.0,305585.0
MNE,YR1996,611003.0,278544.0,332459.0
MNE,YR2000,604950.0,250788.0,354162.0
MNE,YR2004,613353.0,232295.0,381058.0
MNE,YR2008,616969.0,225348.0,391621.0
MNE,YR2012,620601.0,218427.0,402174.0
MNE,YR2016,622303.0,210706.0,411597.0
MNG,YR1992,2243502.0,966007.0,1277495.0
MNG,YR1996,2316567.0,1001684.0,1314883.0
MNG,YR2000,2397436.0,1027709.0,1369727.0
MNG,YR2004,2496832.0,962704.0,1534128.0
MNG,YR2008,2628131.0,904576.0,1723555.0
MNG,YR2012,2814226.0,899708.0,1914518.0
MNG,YR2016,3027398.0,959776.0,2067622.0
MNP,YR1992,47919.0,4954.0,42965.0
MNP,YR1996,59364.0,6141.0,53223.0
MNP,YR2000,69094.0,6804.0,62290.0
MNP,YR2004,65663.0,6252.0,59411.0
MNP,YR2008,57431.0,5287.0,52144.0
MNP,YR2012,53718.0,4777.0,48941.0
MNP,YR2016,55023.0,4708.0,50315.0
MOZ,YR1992,14071231.0,10415525.0,3655706.0
MOZ,YR1996,16248232.0,11696615.0,4551617.0
MOZ,YR2000,18067687.0,12810351.0,5257336.0
MOZ,YR2004,20312705.0,14255863.0,6056842.0
MOZ,YR2008,22846758.0,15802646.0,7044112.0
MOZ,YR2012,25676606.0,17242868.0,8433738.0
MOZ,YR2016,28829476.0,18760493.0,10068983.0
MRT,YR1992,2141445.0,1304675.0,836770.0
MRT,YR1996,2397245.0,1472340.0,924905.0
MRT,YR2000,2709359.0,1677337.0,1032022.0
MRT,YR2004,3042823.0,1788298.0,1254525.0
MRT,YR2008,3407541.0,1881372.0,1526169.0
MRT,YR2012,3830239.0,1976403.0,1853836.0
MRT,YR2016,4301018.0,2066123.0,2234895.0
MUS,YR1992,1084441.0,611050.0,473391.0
MUS,YR1996,1133996.0,644552.0,489444.0
MUS,YR2000,1186873.0,680434.0,506439.0
MUS,YR2004,1221003.0,705459.0,515544.0
MUS,YR2008,1244121.0,724365.0,519756.0
MUS,YR2012,1255882.0,736801.0,519081.0
MUS,YR2016,1263473.0,746586.0,516887.0
MWI,YR1992,9729717.0,8540940.0,1188777.0
MWI,YR1996,10109789.0,8731926.0,1377863.0
MWI,YR2000,11376172.0,9714113.0,1662059.0
MWI,YR2004,12676038.0,10779196.0,1896842.0
MWI,YR2008,14271234.0,12084025.0,2187209.0
MWI,YR2012,16097305.0,13551999.0,2545306.0
MWI,YR2016,18091575.0,15105380.0,2986195.0
MYS,YR1992,19012724.0,9161471.0,9851253.0
MYS,YR1996,21023321.0,9046545.0,11976776.0
MYS,YR2000,23185608.0,8815864.0,14369744.0
MYS,YR2004,25174109.0,8636230.0,16537879.0
MYS,YR2008,27111069.0,8343431.0,18767638.0
MYS,YR2012,29170456.0,8087509.0,21082947.0
MYS,YR2016,31187265.0,7846716.0,23340549.0
NAC,YR1992,285092192.0,67906275.0,217185917.0
NAC,YR1996,299126029.0,66789631.0,232336398.0
NAC,YR2000,312993944.0,65407832.0,247586112.0
NAC,YR2004,324864038.0,65657178.0,259206860.0
NAC,YR2008,337405012.0,65943856.0,271461156.0
NAC,YR2012,348808615.0,65840065.0,282968550.0
NAC,YR2016,359735880.0,65440849.0,294295031.0
NAM,YR1992,1513721.0,1084793.0,428928.0
NAM,YR1996,1706489.0,1189150.0,517339.0
NAM,YR2000,1899257.0,1284411.0,614846.0
NAM,YR2004,2009228.0,1292617.0,716611.0
NAM,YR2008,2106375.0,1272314.0,834061.0
NAM,YR2012,2263934.0,1274753.0,989181.0
NAM,YR2016,2479713.0,1290418.0,1189295.0
NCL,YR1992,179799.0,72168.0,107631.0
NCL,YR1996,197564.0,78087.0,119477.0
NCL,YR2000,213230.0,81200.0,132030.0
NCL,YR2004,228750.0,83857.0,144893.0
NCL,YR2008,242750.0,82610.0,160140.0
NCL,YR2012,259000.0,82818.0,176182.0
NCL,YR2016,276550.0,83460.0,193090.0
NER,YR1992,8549424.0,7221784.0,1327640.0
NER,YR1996,9819964.0,8263009.0,1556955.0
NER,YR2000,11352973.0,9515381.0,1837592.0
NER,YR2004,13127012.0,10994266.0,2132746.0
NER,YR2008,15228525.0,12757088.0,2471437.0
NER,YR2012,17731634.0,14856981.0,2874653.0
NER,YR2016,20672987.0,17305357.0,3367630.0
NGA,YR1992,100221563.0,69476594.0,30744969.0
NGA,YR1996,110732904.0,74495561.0,36237343.0
NGA,YR2000,122352009.0,79724569.0,42627440.0
NGA,YR2004,135393616.0,83657007.0,51736609.0
NGA,YR2008,150347390.0,87649521.0,62697869.0
NGA,YR2012,167297284.0,91601955.0,75695329.0
NGA,YR2016,185989640.0,95444304.0,90545336.0
NIC,YR1992,4331277.0,2008413.0,2322864.0
NIC,YR1996,4700779.0,2134765.0,2566014.0
NIC,YR2000,5026796.0,2252759.0,2774037.0
NIC,YR2004,5309703.0,2347844.0,2961859.0
NIC,YR2008,5594506.0,2432211.0,3162295.0
NIC,YR2012,5877108.0,2508996.0,3368112.0
NIC,YR2016,6149928.0,2577435.0,3572493.0
NLD,YR1992,15184166.0,4521389.0,10662777.0
NLD,YR1996,15530498.0,4093839.0,11436659.0
NLD,YR2000,15925513.0,3695515.0,12229998.0
NLD,YR2004,16281779.0,3009850.0,13271929.0
NLD,YR2008,16445593.0,2400728.0,14044865.0
NLD,YR2012,16754962.0,1912076.0,14842886.0
NLD,YR2016,17030314.0,1594889.0,15435425.0
NOR,YR1992,4286401.0,1171688.0,3114713.0
NOR,YR1996,4381336.0,1136431.0,3244905.0
NOR,YR2000,4490967.0,1076934.0,3414033.0
NOR,YR2004,4591910.0,1037818.0,3554092.0
NOR,YR2008,4768212.0,1023926.0,3744286.0
NOR,YR2012,5018573.0,1010038.0,4008535.0
NOR,YR2016,5234519.0,969171.0,4265348.0
NPL,YR1992,19773772.0,17879049.0,1894723.0
NPL,YR1996,21903379.0,19417345.0,2486034.0
NPL,YR2000,23740911.0,20560341.0,3180570.0
NPL,YR2004,25309449.0,21553274.0,3756175.0
NPL,YR2008,26475859.0,22211922.0,4263937.0
NPL,YR2012,27649925.0,22822801.0,4827124.0
NPL,YR2016,28982771.0,23492855.0,5489916.0
NRU,YR1992,9546.0,0.0,9546.0
NRU,YR1996,10029.0,0.0,10029.0
NRU,YR2000,10037.0,0.0,10037.0
NRU,YR2004,10126.0,0.0,10126.0
NRU,YR2008,9947.0,0.0,9947.0
NRU,YR2012,10279.0,0.0,10279.0
NRU,YR2016,13049.0,0.0,13049.0
NZL,YR1992,3531700.0,526117.0,3005583.0
NZL,YR1996,3732000.0,533676.0,3198324.0
NZL,YR2000,3857700.0,539268.0,3318432.0
NZL,YR2004,4087500.0,560764.0,3526736.0
NZL,YR2008,4259800.0,584445.0,3675355.0
NZL,YR2012,4408100.0,610037.0,3798063.0
NZL,YR2016,4693200.0,638275.0,4054925.0
OED,YR1992,1088596983.0,285216466.0,803380517.0
OED,YR1996,1124083112.0,283218732.0,840864380.0
OED,YR2000,1156568670.0,281071945.0,875496725.0
OED,YR2004,1189684726.0,271602156.0,918082570.0
OED,YR2008,1225426692.0,264287934.0,961138758.0
OED,YR2012,1256599264.0,257182196.0,999417068.0
OED,YR2016,1289937319.0,251699847.0,1038237472.0
OMN,YR1992,1983277.0,605951.0,1377326.0
OMN,YR1996,2236666.0,634117.0,1602549.0
OMN,YR2000,2267991.0,644813.0,1623178.0
OMN,YR2004,2444751.0,688760.0,1755991.0
OMN,YR2008,2759014.0,715136.0,2043878.0
OMN,YR2012,3464644.0,777328.0,2687316.0
OMN,YR2016,4424762.0,774333.0,3650429.0
PAK,YR1992,113747135.0,78397938.0,35349197.0
PAK,YR1996,125938339.0,85522207.0,40416132.0
PAK,YR2000,138523285.0,92835535.0,45687750.0
PAK,YR2004,150780300.0,99845207.0,50935093.0
PAK,YR2008,163644603.0,107039935.0,56604668.0
PAK,YR2012,177911533.0,114916617.0,62994916.0
PAK,YR2016,193203476.0,123198129.0,70005347.0
PAN,YR1992,2576018.0,1143520.0,1432498.0
PAN,YR1996,2796344.0,1147116.0,1649228.0
PAN,YR2000,3030347.0,1145532.0,1884815.0
PAN,YR2004,3269541.0,1197077.0,2072464.0
PAN,YR2008,3516268.0,1246165.0,2270103.0
PAN,YR2012,3772938.0,1292571.0,2480367.0
PAN,YR2016,4034119.0,1330170.0,2703949.0
PER,YR1992,22737056.0,6890010.0,15847046.0
PER,YR1996,24441074.0,6995769.0,17445305.0
PER,YR2000,25914879.0,6986133.0,18928746.0
PER,YR2004,27273194.0,6915391.0,20357803.0
PER,YR2008,28641980.0,6859181.0,21782799.0
PER,YR2012,30158966.0,6995674.0,23163292.0
PER,YR2016,31773839.0,7136722.0,24637117.0
PHL,YR1992,65075486.0,34610397.0,30465089.0
PHL,YR1996,71446107.0,38241529.0,33204578.0
PHL,YR2000,77991569.0,42010159.0,35981410.0
PHL,YR2004,84678493.0,45899977.0,38778516.0
PHL,YR2008,90751864.0,49500604.0,41251260.0
PHL,YR2012,96866642.0,52586963.0,44279679.0
PHL,YR2016,103320222.0,55302149.0,48018073.0
PLW,YR1992,15894.0,4715.0,11179.0
PLW,YR1996,17691.0,5076.0,12615.0
PLW,YR2000,19175.0,5688.0,13487.0
PLW,YR2004,19804.0,5865.0,13939.0
PLW,YR2008,20228.0,5383.0,14845.0
PLW,YR2012,20758.0,4942.0,15816.0
PLW,YR2016,21503.0,4564.0,16939.0
PNG,YR1992,4535520.0,3872019.0,663501.0
PNG,YR1996,5022437.0,4324268.0,698169.0
PNG,YR2000,5572222.0,4836466.0,735756.0
PNG,YR2004,6161517.0,5352695.0,808822.0
PNG,YR2008,6787187.0,5901120.0,886067.0
PNG,YR2012,7430836.0,6466165.0,964671.0
PNG,YR2016,8084991.0,7029900.0,1055091.0
POL,YR1992,38363667.0,14824105.0,23539562.0
POL,YR1996,38624370.0,14855705.0,23768665.0
POL,YR2000,38258629.0,14646934.0,23611695.0
POL,YR2004,38182222.0,14675719.0,23506503.0
POL,YR2008,38125759.0,14824820.0,23300939.0
POL,YR2012,38063164.0,14976333.0,23086831.0
POL,YR2016,37970087.0,15120448.0,22849639.0
PRI,YR1992,3585176.0,241390.0,3343786.0
PRI,YR1996,3724655.0,228098.0,3496557.0
PRI,YR2000,3810605.0,213889.0,3596716.0
PRI,YR2004,3826878.0,223184.0,3603694.0
PRI,YR2008,3760866.0,227833.0,3533033.0
PRI,YR2012,3634488.0,228028.0,3406460.0
PRI,YR2016,3406520.0,217949.0,3188571.0
PRK,YR1992,20937404.0,8651545.0,12285859.0
PRK,YR1996,22113548.0,9045105.0,13068443.0
PRK,YR2000,22929075.0,9306453.0,13622622.0
PRK,YR2004,23729498.0,9556581.0,14172917.0
PRK,YR2008,24335146.0,9724324.0,14610822.0
PRK,YR2012,24854034.0,9758191.0,15095843.0
PRK,YR2016,25368620.0,9774276.0,15594344.0
PRT,YR1992,9952494.0,5062834.0,4889660.0
PRT,YR1996,10063945.0,4853841.0,5210104.0
PRT,YR2000,10289898.0,4692296.0,5597602.0
PRT,YR2004,10483861.0,4517810.0,5966051.0
PRT,YR2008,10558177.0,4290949.0,6267228.0
PRT,YR2012,10514844.0,4020561.0,6494283.0
PRT,YR2016,10325452.0,3708283.0,6617169.0
PRY,YR1992,4432736.0,2208123.0,2224613.0
PRY,YR1996,4870694.0,2300234.0,2570460.0
PRY,YR2000,5302700.0,2368663.0,2934037.0
PRY,YR2004,5703740.0,2435212.0,3268528.0
PRY,YR2008,6047117.0,2502781.0,3544336.0
