economy,time,SP.POP.TOTL,SP.RUR.TOTL,SP.URB.TOTL
PRY,YR2012,6379219.0,2557620.0,3821599.0
PRY,YR2016,6725308.0,2621122.0,4104186.0
PSE,YR1992,2163591.0,676641.0,1486950.0
PSE,YR1996,2587997.0,758154.0,1829843.0
PSE,YR2000,2922153.0,819109.0,2103044.0
PSE,YR2004,3236626.0,878906.0,2357720.0
PSE,YR2008,3596688.0,945785.0,2650903.0
PSE,YR2012,4046901.0,1027144.0,3019757.0
PSE,YR2016,4551566.0,1109308.0,3442258.0
PYF,YR1992,205266.0,87511.0,117755.0
PYF,YR1996,219283.0,95623.0,123660.0
PYF,YR2000,237258.0,104282.0,132976.0
PYF,YR2004,251775.0,108689.0,143086.0
PYF,YR2008,263179.0,107467.0,155712.0
PYF,YR2012,271703.0,104717.0,166986.0
PYF,YR2016,280208.0,107224.0,172984.0
QAT,YR1992,495517.0,30905.0,464612.0
QAT,YR1996,522304.0,24256.0,498048.0
QAT,YR2000,592267.0,21849.0,570418.0
QAT,YR2004,758855.0,22083.0,736772.0
QAT,YR2008,1389342.0,25856.0,1363486.0
QAT,YR2012,2109568.0,27488.0,2082080.0
QAT,YR2016,2569804.0,25313.0,2544491.0
ROU,YR1992,22794284.0,10433628.0,12360656.0
ROU,YR1996,22619004.0,10491599.0,12127405.0
ROU,YR2000,22442971.0,10547299.0,11895672.0
ROU,YR2004,21451748.0,10073097.0,11378651.0
ROU,YR2008,20537875.0,9536351.0,11001524.0
ROU,YR2012,20058035.0,9231911.0,10826124.0
ROU,YR2016,19702332.0,9082775.0,10619557.0
RUS,YR1992,148689000.0,39573577.0,109115423.0
RUS,YR1996,148160042.0,39459464.0,108700578.0
RUS,YR2000,146596557.0,39067982.0,107528575.0
RUS,YR2004,144067054.0,38295904.0,105771150.0
RUS,YR2008,142742350.0,37686835.0,105055515.0
RUS,YR2012,143201676.0,37531727.0,105669949.0
RUS,YR2016,144342396.0,37292301.0,107050095.0
RWA,YR1992,6701851.0,6280439.0,421412.0
RWA,YR1996,6115168.0,5419629.0,695539.0
RWA,YR2000,8025703.0,6827787.0,1197916.0
RWA,YR2004,8818438.0,7327417.0,1491021.0
RWA,YR2008,9708169.0,8065061.0,1643108.0
RWA,YR2012,10788853.0,8960898.0,1827955.0
RWA,YR2016,11917508.0,9884858.0,2032650.0
SAS,YR1992,1183253534.0,881241625.0,302011909.0
SAS,YR1996,1284978193.0,945372189.0,339606004.0
SAS,YR2000,1386625845.0,1007258061.0,379367784.0
SAS,YR2004,1487975237.0,1061628398.0,426346839.0
SAS,YR2008,1584359049.0,1107933002.0,476426047.0
SAS,YR2012,1676615491.0,1147862737.0,528752754.0
SAS,YR2016,1766393714.0,1181309025.0,585084689.0
SAU,YR1992,17378833.0,3849238.0,13529595.0
SAU,YR1996,19131578.0,4034850.0,15096728.0
SAU,YR2000,20764312.0,4184424.0,16579888.0
SAU,YR2004,23228890.0,4470632.0,18758258.0
SAU,YR2008,25940770.0,4760391.0,21180379.0
SAU,YR2012,29086357.0,5084295.0,24002062.0
SAU,YR2016,32275687.0,5357441.0,26918246.0
SDN,YR1992,21701476.0,14951666.0,6749810.0
SDN,YR1996,24786190.0,16784216.0,8001974.0
SDN,YR2000,27250535.0,18395474.0,8855061.0
SDN,YR2004,30186341.0,20313294.0,9873047.0
SDN,YR2008,32955496.0,22106876.0,10848620.0
SDN,YR2012,35990192.0,23988903.0,12001289.0
SDN,YR2016,39578828.0,26074136.0,13504692.0
SEN,YR1992,8029725.0,4883679.0,3146046.0
SEN,YR1996,8974077.0,5406971.0,3567106.0
SEN,YR2000,9884052.0,5898802.0,3985250.0
SEN,YR2004,10955944.0,6430482.0,4525462.0
SEN,YR2008,12203957.0,6962724.0,5241233.0
SEN,YR2012,13703513.0,7591335.0,6112178.0
SEN,YR2016,15411614.0,8276653.0,7134961.0
SGP,YR1992,3230698.0,0.0,3230698.0
SGP,YR1996,3670704.0,0.0,3670704.0
SGP,YR2000,4027887.0,0.0,4027887.0
SGP,YR2004,4166664.0,0.0,4166664.0
SGP,YR2008,4839396.0,0.0,4839396.0
SGP,YR2012,5312437.0,0.0,5312437.0
SGP,YR2016,5607283.0,0.0,5607283.0
SLB,YR1992,329953.0,283545.0,46408.0
SLB,YR1996,369469.0,314533.0,54936.0
SLB,YR2000,412609.0,347363.0,65246.0
SLB,YR2004,458324.0,378516.0,79808.0
SLB,YR2008,504477.0,407930.0,96547.0
SLB,YR2012,551531.0,435875.0,115656.0
SLB,YR2016,599419.0,462614.0,136805.0
SLE,YR1992,4331332.0,2870807.0,1460525.0
SLE,YR1996,4282350.0,2797788.0,1484562.0
SLE,YR2000,4564297.0,2938221.0,1626076.0
SLE,YR2004,5439695.0,3448984.0,1990711.0
SLE,YR2008,6165372.0,3817783.0,2347589.0
SLE,YR2012,6766103.0,4083884.0,2682219.0
SLE,YR2016,7396190.0,4346889.0,3049301.0
SLV,YR1992,5400331.0,2683154.0,2717177.0
SLV,YR1996,5671925.0,2537165.0,3134760.0
SLV,YR2000,5867626.0,2410890.0,3456736.0
SLV,YR2004,6000775.0,2333881.0,3666894.0
SLV,YR2008,6110301.0,2219384.0,3890917.0
SLV,YR2012,6221246.0,2041377.0,4179869.0
SLV,YR2016,6344722.0,1871630.0,4473092.0
SMR,YR1992,24749.0,2376.0,22373.0
SMR,YR1996,26209.0,2083.0,24126.0
SMR,YR2000,27418.0,1799.0,25619.0
SMR,YR2004,28866.0,1687.0,27179.0
SMR,YR2008,30351.0,1437.0,28914.0
SMR,YR2012,31914.0,1222.0,30692.0
SMR,YR2016,33203.0,1026.0,32177.0
SOM,YR1992,7488544.0,5215097.0,2273447.0
SOM,YR1996,7892389.0,5383793.0,2508596.0
SOM,YR2000,9011479.0,6015433.0,2996046.0
SOM,YR2004,10116228.0,6521831.0,3594397.0
SOM,YR2008,11369276.0,7275086.0,4094190.0
SOM,YR2012,12763776.0,7459406.0,5304370.0
SOM,YR2016,14317996.0,8044423.0,6273573.0
SRB,YR1992,7646424.0,3748201.0,3898223.0
SRB,YR1996,7617794.0,3666063.0,3951731.0
SRB,YR2000,7516346.0,3550045.0,3966301.0
SRB,YR2004,7463157.0,3458352.0,4004805.0
SRB,YR2008,7350222.0,3340676.0,4009546.0
SRB,YR2012,7199077.0,3213956.0,3985121.0
SRB,YR2016,7058322.0,3119072.0,3939250.0
SSA,YR1992,541294922.0,387918173.0,153376749.0
SSA,YR1996,603309222.0,422793520.0,180515702.0
SSA,YR2000,670568507.0,460407348.0,210161159.0
SSA,YR2004,745705643.0,498948446.0,246757197.0
SSA,YR2008,830878600.0,540821795.0,290056805.0
SSA,YR2012,926951572.0,584405187.0,342546385.0
SSA,YR2016,1033118066.0,630016871.0,403101195.0
SSD,YR1992,5599814.0,4764770.0,835044.0
SSD,YR1996,5591114.0,4696703.0,894411.0
SSD,YR2000,6700656.0,5594780.0,1105876.0
SSD,YR2004,7787655.0,6461962.0,1325693.0
SSD,YR2008,9263136.0,7636992.0,1626144.0
SSD,YR2012,10818258.0,8847496.0,1970762.0
SSD,YR2016,12230730.0,9895639.0,2335091.0
SSF,YR1992,541365685.0,387954006.0,153411679.0
SSF,YR1996,603385639.0,422831913.0,180553726.0
SSF,YR2000,670649638.0,460447562.0,210202076.0
SSF,YR2004,745788118.0,498988539.0,246799579.0
SSF,YR2008,830965556.0,540862996.0,290102560.0
SSF,YR2012,927039875.0,584445700.0,342594175.0
SSF,YR2016,1033212743.0,630058689.0,403154054.0
STP,YR1992,118816.0,64441.0,54375.0
STP,YR1996,128821.0,64936.0,63885.0
STP,YR2000,138606.0,64557.0,74049.0
STP,YR2004,151969.0,63870.0,88099.0
STP,YR2008,166913.0,62292.0,104621.0
STP,YR2012,182889.0,60061.0,122828.0
STP,YR2016,199910.0,57790.0,142120.0
SUR,YR1992,422763.0,144357.0,278406.0
SUR,YR1996,450036.0,152337.0,297699.0
SUR,YR2000,472390.0,158515.0,313875.0
SUR,YR2004,493630.0,164196.0,329434.0
SUR,YR2008,515148.0,172683.0,342465.0
SUR,YR2012,537077.0,181489.0,355588.0
SUR,YR2016,558368.0,189622.0,368746.0
SVK,YR1992,5305016.0,2296064.0,3008952.0
SVK,YR1996,5373361.0,2338702.0,3034659.0
SVK,YR2000,5388720.0,2358481.0,3030239.0
SVK,YR2004,5372280.0,2379222.0,2993058.0
SVK,YR2008,5379233.0,2414684.0,2964549.0
SVK,YR2012,5407579.0,2472345.0,2935234.0
SVK,YR2016,5430798.0,2508703.0,2922095.0
SVN,YR1992,1996498.0,987408.0,1009090.0
SVN,YR1996,1988628.0,981408.0,1007220.0
SVN,YR2000,1988925.0,979466.0,1009459.0
SVN,YR2004,1997012.0,972385.0,1024627.0
SVN,YR2008,2021316.0,966007.0,1055309.0
SVN,YR2012,2057159.0,964643.0,1092516.0
SVN,YR2016,2065042.0,949506.0,1115536.0
SWE,YR1992,8668067.0,1442280.0,7225787.0
SWE,YR1996,8840998.0,1422163.0,7418835.0
SWE,YR2000,8872109.0,1417231.0,7454878.0
SWE,YR2004,8993531.0,1415762.0,7577769.0
SWE,YR2008,9219637.0,1406363.0,7813274.0
SWE,YR2012,9519374.0,1368886.0,8150488.0
SWE,YR2016,9923085.0,1304687.0,8618398.0
SWZ,YR1992,906034.0,715604.0,190430.0
SWZ,YR1996,981764.0,758688.0,223076.0
SWZ,YR2000,1061468.0,820663.0,240805.0
SWZ,YR2004,1095053.0,852324.0,242729.0
SWZ,YR2008,1158897.0,903418.0,255479.0
SWZ,YR2012,1248158.0,962966.0,285192.0
SWZ,YR2016,1343098.0,1028021.0,315077.0
SXM,YR1992,,,
SXM,YR1996,,,
SXM,YR2000,30519.0,0.0,30519.0
SXM,YR2004,32488.0,0.0,32488.0
SXM,YR2008,33964.0,0.0,33964.0
SXM,YR2012,34640.0,0.0,34640.0
SXM,YR2016,39969.0,0.0,39969.0
SYC,YR1992,70763.0,35833.0,34930.0
SYC,YR1996,76417.0,38393.0,38024.0
SYC,YR2000,81131.0,40214.0,40917.0
SYC,YR2004,82475.0,40093.0,42382.0
SYC,YR2008,86956.0,41201.0,45755.0
SYC,YR2012,88303.0,40513.0,47790.0
SYC,YR2016,94677.0,41818.0,52859.0
SYR,YR1992,13187085.0,6679654.0,6507431.0
SYR,YR1996,14755286.0,7307850.0,7447436.0
SYR,YR2000,16410848.0,7885905.0,8524943.0
SYR,YR2004,17806638.0,8294866.0,9511772.0
SYR,YR2008,20325443.0,9171856.0,11153587.0
SYR,YR2012,20420701.0,9484395.0,10936306.0
SYR,YR2016,18430453.0,8692723.0,9737730.0
TCA,YR1992,12968.0,3022.0,9946.0
TCA,YR1996,15966.0,3045.0,12921.0
TCA,YR2000,18873.0,2916.0,15957.0
TCA,YR2004,25028.0,3207.0,21821.0
TCA,YR2008,29481.0,3156.0,26325.0
TCA,YR2012,32431.0,2890.0,29541.0
TCA,YR2016,34900.0,2612.0,32288.0
TCD,YR1992,6349089.0,5000860.0,1348229.0
TCD,YR1996,7241134.0,5683856.0,1557278.0
TCD,YR2000,8342559.0,6537480.0,1805079.0
TCD,YR2004,9710043.0,7596361.0,2113682.0
TCD,YR2008,11133861.0,8695434.0,2438427.0
TCD,YR2012,12705135.0,9891964.0,2813171.0
TCD,YR2016,14452543.0,11175140.0,3277403.0
TGO,YR1992,3973327.0,2804176.0,1169151.0
TGO,YR1996,4398238.0,3028671.0,1369567.0
TGO,YR2000,4970367.0,3334768.0,1635599.0
TGO,YR2004,5534598.0,3612764.0,1921834.0
TGO,YR2008,6161796.0,3907380.0,2254416.0
TGO,YR2012,6859482.0,4215426.0,2644056.0
TGO,YR2016,7606374.0,4516056.0,3090318.0
THA,YR1992,57837878.0,40623590.0,17214288.0
THA,YR1996,60151472.0,41835950.0,18315522.0
THA,YR2000,62958021.0,43198017.0,19760004.0
THA,YR2004,65002231.0,41491574.0,23510657.0
THA,YR2008,66545760.0,39100958.0,27444802.0
THA,YR2012,67843979.0,37012283.0,30831696.0
THA,YR2016,68863514.0,35500519.0,33362995.0
TJK,YR1992,5502976.0,3823083.0,1679893.0
TJK,YR1996,5849540.0,4191897.0,1657643.0
TJK,YR2000,6216205.0,4568849.0,1647356.0
TJK,YR2004,6712841.0,4933401.0,1779440.0
TJK,YR2008,7309728.0,5371481.0,1938247.0
TJK,YR2012,7995062.0,5872773.0,2122289.0
TJK,YR2016,8734951.0,6389529.0,2345422.0
TKM,YR1992,3899843.0,2148657.0,1751186.0
TKM,YR1996,4287344.0,2357267.0,1930077.0
TKM,YR2000,4516131.0,2442640.0,2073491.0
TKM,YR2004,4703398.0,2501643.0,2201755.0
TKM,YR2008,4935762.0,2573111.0,2362651.0
TKM,YR2012,5267839.0,2677379.0,2590460.0
TKM,YR2016,5662544.0,2790049.0,2872495.0
TLS,YR1992,805435.0,631944.0,173491.0
TLS,YR1996,875916.0,675568.0,200348.0
TLS,YR2000,871607.0,660129.0,211478.0
TLS,YR2004,996698.0,740447.0,256251.0
TLS,YR2008,1078110.0,786503.0,291607.0
TLS,YR2012,1156760.0,827916.0,328844.0
TLS,YR2016,1268671.0,889973.0,378698.0
TON,YR1992,95496.0,73753.0,21743.0
TON,YR1996,96369.0,74303.0,22066.0
TON,YR2000,98082.0,75511.0,22571.0
TON,YR2004,100406.0,77185.0,23221.0
TON,YR2008,103005.0,79024.0,23981.0
TON,YR2012,104951.0,80356.0,24595.0
TON,YR2016,107122.0,82246.0,24876.0
TTO,YR1992,1237487.0,563168.0,674319.0
TTO,YR1996,1258364.0,563445.0,694919.0
TTO,YR2000,1267984.0,559118.0,708866.0
TTO,YR2004,1290535.0,578740.0,711795.0
TTO,YR2008,1315372.0,599783.0,715589.0
TTO,YR2012,1341588.0,621544.0,720044.0
TTO,YR2016,1364962.0,638120.0,726842.0
TUN,YR1992,8603225.0,3478972.0,5124253.0
TUN,YR1996,9256037.0,3529327.0,5726710.0
TUN,YR2000,9699197.0,3546802.0,6152395.0
TUN,YR2004,10017601.0,3511169.0,6506432.0
TUN,YR2008,10407336.0,3528815.0,6878521.0
TUN,YR2012,10886668.0,3568868.0,7317800.0
TUN,YR2016,11403248.0,3609584.0,7793664.0
TUR,YR1992,55748875.0,22010771.0,33738104.0
TUR,YR1996,59423208.0,22192785.0,37230423.0
TUR,YR2000,63240121.0,22297834.0,40942287.0
TUR,YR2004,67007855.0,21961824.0,45046031.0
TUR,YR2008,70440032.0,21377845.0,49062187.0
TUR,YR2012,74569867.0,20898951.0,53670916.0
TUR,YR2016,79512426.0,20566684.0,58945742.0
TUV,YR1992,9109.0,5215.0,3894.0
TUV,YR1996,9256.0,5148.0,4108.0
TUV,YR2000,9420.0,5085.0,4335.0
TUV,YR2004,9894.0,5078.0,4816.0
TUV,YR2008,10340.0,4884.0,5456.0
TUV,YR2012,10725.0,4632.0,6093.0
TUV,YR2016,11097.0,4367.0,6730.0
TZA,YR1992,27219619.0,21901994.0,5317625.0
TZA,YR1996,30811854.0,24375874.0,6435980.0
TZA,YR2000,34178042.0,26553263.0,7624779.0
TZA,YR2004,38249984.0,28984690.0,9265294.0
TZA,YR2008,43270144.0,31684130.0,11586014.0
TZA,YR2012,49082997.0,34606949.0,14476048.0
TZA,YR2016,55572201.0,37604041.0,17968160.0
UGA,YR1992,18652889.0,16453713.0,2199176.0
UGA,YR1996,21202118.0,18400046.0,2802072.0
UGA,YR2000,24039274.0,20484827.0,3554447.0
UGA,YR2004,27568436.0,23017714.0,4550722.0
UGA,YR2008,31663896.0,25842805.0,5821091.0
UGA,YR2012,36306796.0,28891496.0,7415300.0
UGA,YR2016,41487965.0,32101728.0,9386237.0
UKR,YR1992,52150266.0,17295636.0,34854630.0
UKR,YR1996,51057189.0,16853978.0,34203211.0
UKR,YR2000,49175848.0,16156725.0,33019123.0
UKR,YR2004,47451600.0,15375742.0,32075858.0
UKR,YR2008,46258200.0,14652285.0,31605915.0
UKR,YR2012,45593300.0,14233316.0,31359984.0
UKR,YR2016,45004645.0,13882133.0,31122512.0
UMC,YR1992,2071319405.0,1161302904.0,910016501.0
UMC,YR1996,2170438981.0,1154951493.0,1015487488.0
UMC,YR2000,2260805982.0,1135146486.0,1125659496.0
UMC,YR2004,2334313912.0,1083894852.0,1250419060.0
UMC,YR2008,2404283410.0,1023493266.0,1380790144.0
UMC,YR2012,2478491686.0,962995058.0,1515496628.0
UMC,YR2016,2556921923.0,904956011.0,1651965912.0
URY,YR1992,3154855.0,327253.0,2827602.0
URY,YR1996,3248035.0,297682.0,2950353.0
URY,YR2000,3321245.0,264770.0,3056475.0
URY,YR2004,3324096.0,230094.0,3094002.0
URY,YR2008,3350824.0,201116.0,3149708.0
URY,YR2012,3396777.0,178704.0,3218073.0
URY,YR2016,3444006.0,167241.0,3276765.0
USA,YR1992,256514000.0,61314541.0,195199459.0
USA,YR1996,269394000.0,60247274.0,209146726.0
USA,YR2000,282162411.0,59093274.0,223069137.0
USA,YR2004,292805298.0,59272576.0,233532722.0
USA,YR2008,304093966.0,59486862.0,244607104.0
USA,YR2012,313993272.0,59285070.0,254708202.0
USA,YR2016,323405935.0,58659368.0,264746567.0
UZB,YR1992,21449000.0,12374357.0,9074643.0
UZB,YR1996,23225000.0,12957692.0,10267308.0
UZB,YR2000,24650400.0,13280156.0,11370244.0
UZB,YR2004,25864350.0,13435495.0,12428855.0
UZB,YR2008,27302800.0,13654403.0,13648397.0
UZB,YR2012,29774500.0,14574618.0,15199882.0
UZB,YR2016,31847900.0,15716939.0,16130961.0
VCT,YR1992,108003.0,62311.0,45692.0
VCT,YR1996,108075.0,60802.0,47273.0
VCT,YR2000,107898.0,59143.0,48755.0
VCT,YR2004,108559.0,57910.0,50649.0
VCT,YR2008,109165.0,56569.0,52596.0
VCT,YR2012,109328.0,54933.0,54395.0
VCT,YR2016,109643.0,53316.0,56327.0
VEN,YR1992,20799075.0,3117365.0,17681710.0
VEN,YR1996,22650102.0,3094910.0,19555192.0
VEN,YR2000,24488340.0,3046594.0,21441746.0
VEN,YR2004,26327225.0,3178223.0,23149002.0
VEN,YR2008,28141701.0,3368280.0,24773421.0
VEN,YR2012,29893080.0,3550401.0,26342679.0
VEN,YR2016,31568179.0,3736094.0,27832085.0
VGB,YR1992,17344.0,10475.0,6869.0
VGB,YR1996,18833.0,11171.0,7662.0
VGB,YR2000,20645.0,12021.0,8624.0
VGB,YR2004,22541.0,12869.0,9672.0
VGB,YR2008,25604.0,14299.0,11305.0
VGB,YR2012,28509.0,15537.0,12972.0
VGB,YR2016,30661.0,16264.0,14397.0
VIR,YR1992,105712.0,11776.0,93936.0
VIR,YR1996,108095.0,9818.0,98277.0
VIR,YR2000,108642.0,8055.0,100587.0
VIR,YR2004,108467.0,7093.0,101374.0
VIR,YR2008,108399.0,6245.0,102154.0
VIR,YR2012,108191.0,5497.0,102694.0
VIR,YR2016,107510.0,4859.0,102651.0
VNM,YR1992,71130448.0,56188786.0,14941662.0
VNM,YR1996,76372719.0,59140742.0,17231977.0
VNM,YR2000,80285562.0,60716759.0,19568803.0
VNM,YR2004,83527678.0,61239988.0,22287690.0
VNM,YR2008,86707801.0,61451553.0,25256248.0
VNM,YR2012,90451881.0,61731600.0,28720281.0
VNM,YR2016,94569072.0,61933285.0,32635787.0
VUT,YR1992,155243.0,125304.0,29939.0
VUT,YR1996,171801.0,136644.0,35157.0
VUT,YR2000,185063.0,144954.0,40109.0
VUT,YR2004,204143.0,157580.0,46563.0
VUT,YR2008,225340.0,171292.0,54048.0
VUT,YR2012,247485.0,186453.0,61032.0
VUT,YR2016,270402.0,202634.0,67768.0
WLD,YR1992,5459753865.0,3069830061.0,2387958912.0
WLD,YR1996,5796632117.0,3174602005.0,2619939010.0
WLD,YR2000,6121682736.0,3261823596.0,2858130756.0
WLD,YR2004,6439825381.0,3305831382.0,3132261863.0
WLD,YR2008,6766296679.0,3337555867.0,3426964053.0
WLD,YR2012,7099557649.0,3366782574.0,3730938916.0
WLD,YR2016,7444157356.0,3395702229.0,4046606978.0
WSM,YR1992,165570.0,130373.0,35197.0
WSM,YR1996,171283.0,134258.0,37025.0
WSM,YR2000,174610.0,136236.0,38374.0
WSM,YR2004,178781.0,140420.0,38361.0
WSM,YR2008,183526.0,145859.0,37667.0
WSM,YR2012,189194.0,152067.0,37127.0
WSM,YR2016,195125.0,158674.0,36451.0
XKX,YR1992,1932000.0,,
XKX,YR1996,2059000.0,,
XKX,YR2000,1700000.0,,
XKX,YR2004,1704622.0,,
XKX,YR2008,1747383.0,,
XKX,YR2012,1805200.0,,
XKX,YR2016,1816200.0,,
YEM,YR1992,13325583.0,10386226.0,2939357.0
YEM,YR1996,15889449.0,12036417.0,3853032.0
YEM,YR2000,17874725.0,13179571.0,4695154.0
YEM,YR2004,20017068.0,14334222.0,5682846.0
YEM,YR2008,22356391.0,15511088.0,6845303.0
YEM,YR2012,24909969.0,16700141.0,8209828.0
YEM,YR2016,27584213.0,17821057.0,9763156.0
ZAF,YR1992,39360225.0,18484349.0,20875876.0
ZAF,YR1996,42898520.0,19318491.0,23580029.0
ZAF,YR2000,45728315.0,19713019.0,26015296.0
ZAF,YR2004,48247395.0,19784809.0,28462586.0
ZAF,YR2008,50412129.0,19583096.0,30829033.0
ZAF,YR2012,52998213.0,19465184.0,33533029.0
ZAF,YR2016,56015473.0,19414403.0,36601070.0
ZMB,YR1992,8452275.0,5196966.0,3255309.0
ZMB,YR1996,9394304.0,5952419.0,3441885.0
ZMB,YR2000,10531221.0,6866145.0,3665076.0
ZMB,YR2004,11731746.0,7457871.0,4273875.0
ZMB,YR2008,13082517.0,8062624.0,5019893.0
ZMB,YR2012,14699937.0,8767924.0,5932013.0
ZMB,YR2016,16591390.0,9550336.0,7041054.0
ZWE,YR1992,10682868.0,7424700.0,3258168.0
ZWE,YR1996,11518262.0,7817214.0,3701048.0
ZWE,YR2000,12222251.0,8096264.0,4125987.0
ZWE,YR2004,12777511.0,8395591.0,4381920.0
ZWE,YR2008,13558469.0,9008247.0,4550222.0
ZWE,YR2012,14710826.0,9880673.0,4830153.0
ZWE,YR2016,16150362.0,10934441.0,5215921.0
