economy,time,1.1_ACCESS.ELECTRICITY.TOT,1.2_ACCESS.ELECTRICITY.RURAL
NIC,YR2016,81.7967987060547,56.604743861928
NIU,YR1992,,
NIU,YR1996,,
NIU,YR2000,,
NIU,YR2004,,
NIU,YR2008,,
NIU,YR2012,,
NIU,YR2016,,
NLD,YR1992,100.0,100.0
NLD,YR1996,100.0,100.0
NLD,YR2000,100.0,100.0
NLD,YR2004,100.0,100.0
NLD,YR2008,100.0,100.0
NLD,YR2012,100.0,100.0
NLD,YR2016,100.0,100.0
NOC,YR1992,,
NOC,YR1996,,
NOC,YR2000,,
NOC,YR2004,,
NOC,YR2008,,
NOC,YR2012,,
NOC,YR2016,,
NOR,YR1992,100.0,100.0
NOR,YR1996,100.0,100.0
NOR,YR2000,100.0,100.0
NOR,YR2004,100.0,100.0
NOR,YR2008,100.0,100.0
NOR,YR2012,100.0,100.0
NOR,YR2016,100.0,100.0
NPL,YR1992,0.458564400672913,
NPL,YR1996,17.9,12.1
NPL,YR2000,27.5376052856445,18.769202296814
NPL,YR2004,37.2,27.3
NPL,YR2008,58.9898948669434,52.8311672007193
NPL,YR2012,75.0576629638672,70.8971405211242
NPL,YR2016,90.7,85.2
NRU,YR1992,100.0,
NRU,YR1996,100.0,
NRU,YR2000,99.9833984375,
NRU,YR2004,99.6289367675781,
NRU,YR2008,99.2540893554688,
NRU,YR2012,99.1622009277344,
NRU,YR2016,99.2028045654297,
NZL,YR1992,100.0,100.0
NZL,YR1996,100.0,100.0
NZL,YR2000,100.0,100.0
NZL,YR2004,100.0,100.0
NZL,YR2008,100.0,100.0
NZL,YR2012,100.0,100.0
NZL,YR2016,100.0,100.0
OEC,YR1992,,
OEC,YR1996,,
OEC,YR2000,,
OEC,YR2004,,
OEC,YR2008,,
OEC,YR2012,,
OEC,YR2016,,
OMN,YR1992,,
OMN,YR1996,,
OMN,YR2000,,
OMN,YR2004,,
OMN,YR2008,100.0,100.0
OMN,YR2012,100.0,100.0
OMN,YR2016,100.0,100.0
PAK,YR1992,63.0752372741699,49.1230114112287
PAK,YR1996,69.2903060913086,57.1614968852154
PAK,YR2000,75.2621612548828,65.070346505254
PAK,YR2004,80.9805145263672,72.7950324329079
PAK,YR2008,86.7908325195313,80.8296813001982
PAK,YR2012,92.8967895507813,89.5268198759135
PAK,YR2016,99.1474380493164,98.807673698578
PAN,YR1992,74.2195434570313,47.0210492447938
PAN,YR1996,77.6222839355469,50.4722596111922
PAN,YR2000,81.4014100930039,52.16
PAN,YR2004,83.6878509521484,59.9179995743012
PAN,YR2008,86.6858444213867,66.2026752402876
PAN,YR2012,89.9794769287109,73.4007963667136
PAN,YR2016,93.4178009033203,81.2950521000033
PER,YR1992,70.1,19.6
PER,YR1996,67.0,17.8
PER,YR2000,72.496495,28.944198
PER,YR2004,75.692357,32.028739
PER,YR2008,84.678343,50.133503
PER,YR2012,91.099508,68.558489
PER,YR2016,94.8517456054688,75.5729045784838
PHL,YR1992,64.4574127197266,43.9577265726882
PHL,YR1996,69.0811462402344,51.4337832684643
PHL,YR2000,73.4616775512695,58.4860893039724
PHL,YR2004,77.5886917114258,65.4604726269344
PHL,YR2008,83.3,72.8
PHL,YR2012,86.3223037719727,79.3234186066643
PHL,YR2016,90.9816131591797,86.2595592235837
PLW,YR1992,97.7327880859375,93.755245510518
PLW,YR1996,98.1952438354492,95.1415805001672
PLW,YR2000,98.4144973754883,96.1812071137958
PLW,YR2004,98.3802490234375,95.6015013609099
PLW,YR2008,98.4379577636719,95.0748282736447
PLW,YR2012,97.6304263093788,96.2468970732814
PLW,YR2016,99.2893524169922,97.2302593103519
PNG,YR1992,6.60765600204468,
PNG,YR1996,11.0,2.9
PNG,YR2000,12.2120151519775,4.44003695766942
PNG,YR2004,14.6390829086304,6.95859991637067
PNG,YR2008,17.1581172943115,9.56506538059782
PNG,YR2012,19.9727916717529,12.4846218727694
PNG,YR2016,22.9321537017822,15.4713485991113
POL,YR1992,100.0,100.0
POL,YR1996,100.0,100.0
POL,YR2000,100.0,100.0
POL,YR2004,100.0,100.0
POL,YR2008,100.0,100.0
POL,YR2012,100.0,100.0
POL,YR2016,100.0,100.0
PRI,YR1992,,
PRI,YR1996,,
PRI,YR2000,,
PRI,YR2004,100.0,100.0
PRI,YR2008,100.0,100.0
PRI,YR2012,100.0,100.0
PRI,YR2016,100.0,100.0
PRK,YR1992,0.167668208479881,0.167668208479881
PRK,YR1996,4.7497935295105,4.7497935295105
PRK,YR2000,11.649112701416,11.649112701416
PRK,YR2004,18.2949237823486,18.2949237823486
PRK,YR2008,25.0327014923096,25.0327014923096
PRK,YR2012,32.0661201477051,32.0661201477051
PRK,YR2016,39.2442245483398,39.2442245483398
PRT,YR1992,100.0,100.0
PRT,YR1996,100.0,100.0
PRT,YR2000,100.0,100.0
PRT,YR2004,100.0,100.0
PRT,YR2008,100.0,100.0
PRT,YR2012,100.0,100.0
PRT,YR2016,100.0,100.0
PRY,YR1992,82.2160568237305,67.947563903944
PRY,YR1996,85.7385025024414,73.1200819102411
PRY,YR2000,89.0177383422852,78.3867784975119
PRY,YR2004,93.249876,86.986468
PRY,YR2008,96.677896,93.256852
PRY,YR2012,97.835616,95.143326
PRY,YR2016,98.4,96.1
PSE,YR1992,97.7416076660156,93.0662384851796
PSE,YR1996,98.4545669555664,94.9371381749525
PSE,YR2000,99.7,99.3
PSE,YR2004,99.1405715942383,97.15
PSE,YR2008,99.4487915039062,98.6091224438532
PSE,YR2012,100.0,100.0
PSE,YR2016,100.0,100.0
PYF,YR1992,100.0,100.0
PYF,YR1996,100.0,100.0
PYF,YR2000,100.0,100.0
PYF,YR2004,100.0,100.0
PYF,YR2008,100.0,100.0
PYF,YR2012,100.0,100.0
PYF,YR2016,100.0,100.0
QAT,YR1992,100.0,100.0
QAT,YR1996,100.0,100.0
QAT,YR2000,100.0,100.0
QAT,YR2004,100.0,100.0
QAT,YR2008,100.0,100.0
QAT,YR2012,100.0,100.0
QAT,YR2016,100.0,100.0
REU,YR1992,,
REU,YR1996,,
REU,YR2000,,
REU,YR2004,,
REU,YR2008,,
REU,YR2012,,
REU,YR2016,,
ROU,YR1992,100.0,100.0
ROU,YR1996,100.0,100.0
ROU,YR2000,100.0,100.0
ROU,YR2004,100.0,100.0
ROU,YR2008,100.0,100.0
ROU,YR2012,100.0,100.0
ROU,YR2016,100.0,100.0
RUS,YR1992,100.0,100.0
RUS,YR1996,100.0,100.0
RUS,YR2000,100.0,100.0
RUS,YR2004,100.0,100.0
RUS,YR2008,100.0,100.0
RUS,YR2012,100.0,100.0
RUS,YR2016,100.0,100.0
RWA,YR1992,2.3,0.5
RWA,YR1996,1.16230273246765,
RWA,YR2000,6.2,0.9
RWA,YR2004,8.50300693511963,0.90662160141926
RWA,YR2008,6.0,2.0
RWA,YR2012,16.0697765350342,1.25936141377667
RWA,YR2016,29.37,17.76
SAU,YR1992,,
SAU,YR1996,,
SAU,YR2000,,
SAU,YR2004,100.0,100.0
SAU,YR2008,100.0,100.0
SAU,YR2012,100.0,100.0
SAU,YR2016,100.0,100.0
SDN,YR1992,27.5783214569092,11.0448532033008
SDN,YR1996,29.6063747406006,12.6381638872369
SDN,YR2000,23.0,2.24762772590571
SDN,YR2004,32.9225616455078,16.3815305886343
SDN,YR2008,34.5458641052246,18.1819964665897
SDN,YR2012,36.4648094177246,20.2069616244862
SDN,YR2016,38.5284423828125,22.2029537626764
SEN,YR1992,28.1841583251953,11.7042224378344
SEN,YR1996,34.2292022705078,17.2585534100356
SEN,YR2000,62.2570630965705,89.8600078486366
SEN,YR2004,36.8,8.0
SEN,YR2008,51.2196617126465,31.9052198582442
SEN,YR2012,57.1555976867676,36.7280984426832
SEN,YR2016,64.5,38.3
SGP,YR1992,100.0,
SGP,YR1996,100.0,
SGP,YR2000,100.0,
SGP,YR2004,100.0,
SGP,YR2008,100.0,
SGP,YR2012,100.0,
SGP,YR2016,100.0,
SHN,YR1992,,
SHN,YR1996,,
SHN,YR2000,,
SHN,YR2004,,
SHN,YR2008,,
SHN,YR2012,,
SHN,YR2016,,
SLB,YR1992,0.00999999977648258,
SLB,YR1996,0.206765353679657,
SLB,YR2000,6.56820869445801,
SLB,YR2004,16.6529769897461,7.20856031187201
SLB,YR2008,26.8297100067139,18.0319559318824
SLB,YR2012,37.3020820617676,29.4946043541311
SLB,YR2016,47.9191436767578,41.5360381350692
SLE,YR1992,7.9595365524292,3.3430978088946
SLE,YR1996,9.65333080291748,3.29933284536897
SLE,YR2000,11.1039171218872,2.78229506955023
SLE,YR2004,16.8,8.84426790468173
SLE,YR2008,12.1,1.4
SLE,YR2012,15.1747264862061,
SLE,YR2016,20.3,2.5
SLV,YR1992,74.5978393554687,54.5459848408693
SLV,YR1996,77.883,53.220704
SLV,YR2000,84.519249,65.170985
SLV,YR2004,87.357045,71.896139
SLV,YR2008,91.000227,79.393669
SLV,YR2012,93.680571,85.670994
SLV,YR2016,98.618896484375,98.7540836323244
SMR,YR1992,100.0,100.0
SMR,YR1996,100.0,100.0
SMR,YR2000,100.0,100.0
SMR,YR2004,100.0,100.0
SMR,YR2008,100.0,100.0
SMR,YR2012,100.0,100.0
SMR,YR2016,100.0,100.0
SOM,YR1992,0.00999999977648258,
SOM,YR1996,0.525144457817078,
SOM,YR2000,5.4950795173645,
SOM,YR2004,11.3409223556519,1.2819783231051
SOM,YR2008,17.2787322998047,4.80441947425166
SOM,YR2012,23.5121803283691,8.3321912933973
SOM,YR2016,29.8903179168701,11.6313767023634
SPM,YR1992,,
SPM,YR1996,,
SPM,YR2000,,
SPM,YR2004,,
SPM,YR2008,,
SPM,YR2012,,
SPM,YR2016,,
SRB,YR1992,99.4600372314453,99.9917773787095
SRB,YR1996,99.7709045410156,100.0
SRB,YR2000,99.8400802612305,100.0
SRB,YR2004,99.6874389648438,99.9769263415791
SRB,YR2008,99.6210174560547,99.6100400833715
SRB,YR2012,99.8149719238281,99.6591530715828
SRB,YR2016,100.0,100.0
SSD,YR1992,0.00999999977648258,0.00999999977648258
SSD,YR1996,0.00999999977648258,0.00999999977648258
SSD,YR2000,0.00999999977648258,0.00765885594557728
SSD,YR2004,0.0113150468096137,
SSD,YR2008,1.02175235748291,
SSD,YR2012,4.91234540939331,2.5897139075616
SSD,YR2016,8.94762802124023,5.8733958854267
STP,YR1992,44.6251907348633,32.0716689282908
STP,YR1996,48.2974395751953,35.0740125661298
STP,YR2000,52.9,38.96764
STP,YR2004,54.9020156860352,40.1350652803412
STP,YR2008,58.1695175170898,42.919433600566
STP,YR2012,57.9,43.3
STP,YR2016,65.4404830932617,51.0857189677002
SUR,YR1992,100.0,100.0
SUR,YR1996,99.7133178710938,100.0
SUR,YR2000,97.4414291381836,95.7579120156727
SUR,YR2004,94.622184753418,88.5913905967774
SUR,YR2008,91.894905090332,81.6573621618957
SUR,YR2012,89.463264465332,75.3524540868705
SUR,YR2016,87.1763153076172,69.3380324663806
SVK,YR1992,100.0,100.0
SVK,YR1996,100.0,100.0
SVK,YR2000,100.0,100.0
SVK,YR2004,100.0,100.0
SVK,YR2008,100.0,100.0
SVK,YR2012,100.0,100.0
SVK,YR2016,100.0,100.0
SVN,YR1992,100.0,100.0
SVN,YR1996,100.0,100.0
SVN,YR2000,100.0,100.0
SVN,YR2004,100.0,100.0
SVN,YR2008,100.0,100.0
SVN,YR2012,100.0,100.0
SVN,YR2016,100.0,100.0
SWE,YR1992,100.0,100.0
SWE,YR1996,100.0,100.0
SWE,YR2000,100.0,100.0
SWE,YR2004,100.0,100.0
SWE,YR2008,100.0,100.0
SWE,YR2012,100.0,100.0
SWE,YR2016,100.0,100.0
SWZ,YR1992,1.44882464408874,
SWZ,YR1996,11.3405694961548,1.69557794145605
SWZ,YR2000,22.2309303283691,13.7119232315129
SWZ,YR2004,32.8677825927734,25.4355067462622
SWZ,YR2008,43.5966033935547,37.1883940833564
SWZ,YR2012,54.6210632324219,49.1534888664584
SWZ,YR2016,65.7902069091797,61.1840977421427
SXM,YR1992,100.0,
SXM,YR1996,100.0,
SXM,YR2000,100.0,
SXM,YR2004,100.0,
SXM,YR2008,100.0,
SXM,YR2012,100.0,
SXM,YR2016,100.0,
SYC,YR1992,90.4930114746094,81.2402601984825
SYC,YR1996,92.3256683349609,84.7691304060022
SYC,YR2000,93.9151153564453,87.8009099531424
SYC,YR2004,95.2510604858398,90.3396609503167
SYC,YR2008,96.6789627075195,93.1135300153826
SYC,YR2012,98.4092712402344,96.6786299154844
SYC,YR2016,100.0,100.0
SYR,YR1992,82.233283996582,67.3082535196856
SYR,YR1996,85.5459671020508,72.5447030488853
SYR,YR2000,88.6154403686523,77.4155328716341
SYR,YR2004,91.4314117431641,82.0810674059972
SYR,YR2008,94.339340209961,87.4618989617804
SYR,YR2012,97.5429153442383,94.3568480914713
SYR,YR2016,100.0,100.0
TCA,YR1992,90.7753143310547,60.4211249764908
TCA,YR1996,91.799201965332,57.0003476448247
TCA,YR2000,95.6,71.5843458387586
TCA,YR2004,93.1070556640625,46.9184104293761
TCA,YR2008,93.7261962890625,42.3996567091561
TCA,YR2012,93.1,22.7169005930547
TCA,YR2016,95.700439453125,42.6615731425534
TCD,YR1992,0.108397804200649,
TCD,YR1996,1.4197142124176,
TCD,YR2000,2.90238356590271,0.50917267792802
TCD,YR2004,3.5,0.3
TCD,YR2008,5.45267391204834,1.03141927111932
TCD,YR2012,7.06944179534912,1.61342743078011
TCD,YR2016,8.83089828491211,2.23271715979023
TGO,YR1992,2.84530162811279,
TGO,YR1996,10.3955144882202,
TGO,YR2000,16.9562348801407,3.04017372421281
TGO,YR2004,24.7560157775879,8.59973458390368
TGO,YR2008,31.9014797210693,12.3716272689976
TGO,YR2012,39.3425827026367,16.0548226285373
TGO,YR2016,46.9283752441406,19.3940557556804
THA,YR1992,78.2316207885742,69.1429643186101
THA,YR1996,82.8352355957031,75.4486399391654
THA,YR2000,82.1,87.0
THA,YR2004,91.3025436401367,86.6229589590107
THA,YR2008,95.5014114379883,92.6749042770712
THA,YR2012,99.1086235489221,98.8437177787598
THA,YR2016,100.0,100.0
TJK,YR1992,97.0390625,96.0467807450259
TJK,YR1996,97.8481216430664,97.1963090673696
TJK,YR2000,98.4677419354839,98.0263157894737
TJK,YR2004,98.7307052612305,98.3913592254744
TJK,YR2008,99.1460800170898,98.9020500087012
TJK,YR2012,99.1,98.8
TJK,YR2016,100.0,100.0
TKM,YR1992,98.8827514648438,98.5031510326415
TKM,YR1996,99.3554992675781,99.2169145421358
TKM,YR2000,99.6,99.6
TKM,YR2004,99.5998764038086,99.5483670959205
TKM,YR2008,99.6832656860352,99.5911461195105
TKM,YR2012,99.9621200561523,99.9395369126101
TKM,YR2016,100.0,100.0
TLS,YR1992,0.465930610895157,
TLS,YR1996,8.6934289932251,
TLS,YR2000,19.6340026855469,2.94087859471347
TLS,YR2004,30.3210697174072,14.3251111154766
TLS,YR2008,41.1001014709473,25.2559501034592
TLS,YR2012,52.1747741699219,36.8709186072853
TLS,YR2016,63.3941383361816,49.2153775073931
TON,YR1992,79.3968734741211,74.4343105377867
TON,YR1996,82.5288848876953,78.352644824639
TON,YR2000,85.4176864624023,81.9940949782631
TON,YR2004,88.052978515625,85.336786465238
TON,YR2008,90.7802352905273,88.7761759152657
TON,YR2012,92.8,91.3
TON,YR2016,97.02,96.56
TTO,YR1992,84.5360870361328,83.0909317268912
TTO,YR1996,88.145149230957,86.9015321641838
TTO,YR2000,91.29,96.2
TTO,YR2004,94.6233520507812,94.0336368765622
TTO,YR2008,97.8276672363281,97.6023706646266
TTO,YR2012,99.9369354248047,99.9308540184398
TTO,YR2016,100.0,100.0
TUN,YR1992,89.3367462158203,74.1076188044771
TUN,YR1996,90.4,75.2101190288448
TUN,YR2000,94.8,86.1828567869905
TUN,YR2004,99.0,97.6751695632213
TUN,YR2008,99.4,98.7349148549801
TUN,YR2012,99.5,98.6414957373642
TUN,YR2016,100.0,100.0
TUR,YR1992,90.0491790771484,82.7073943749413
TUR,YR1996,92.523078918457,86.6543379548702
TUR,YR2000,94.7537689208984,90.405311740772
TUR,YR2004,96.7309494018555,93.8110175474233
TUR,YR2008,98.8069000244141,97.7207439437862
TUR,YR2012,99.9856567382813,99.9869214987948
TUR,YR2016,100.0,100.0
TUV,YR1992,91.4954299926758,90.187459588348
TUV,YR1996,93.0202484130859,91.8846711438112
TUV,YR2000,94.3018646240235,93.2312547576814
TUV,YR2004,95.3299713134765,94.1230763168305
TUV,YR2008,96.4500427246094,95.0090543729765
TUV,YR2012,97.671777399205,96.6157205240175
TUV,YR2016,99.426155090332,98.5428016103924
TWN,YR1992,,
TWN,YR1996,,
TWN,YR2000,,
TWN,YR2004,,
TWN,YR2008,,
TWN,YR2012,,
TWN,YR2016,,
TZA,YR1992,6.8,1.3
TZA,YR1996,9.4,1.8
TZA,YR2000,9.62061023712158,2.76094790095948
TZA,YR2004,11.4,1.6
TZA,YR2008,11.5,2.1
TZA,YR2012,15.3,3.6
TZA,YR2016,32.8,16.9
UGA,YR1992,2.76766586303711,
UGA,YR1996,5.70788192749023,1.36087599395184
UGA,YR2000,8.4048900604248,3.85055072688948
UGA,YR2004,10.8483905792236,5.90627503611252
UGA,YR2008,13.3838567733765,7.82297767939806
UGA,YR2012,16.2149639129639,9.97981955627552
UGA,YR2016,26.7,18.0
UKR,YR1992,98.3519439697266,97.4203904768228
UKR,YR1996,98.9829711914063,98.6487401192323
UKR,YR2000,99.3778686523438,99.3278962407195
UKR,YR2004,99.5391082763672,99.4208528477326
UKR,YR2008,99.7827072143555,99.5991941869422
UKR,YR2012,99.8674911660777,99.7330663997331
UKR,YR2016,100.0,100.0
UMC,YR1992,,
UMC,YR1996,,
UMC,YR2000,,
UMC,YR2004,,
UMC,YR2008,,
UMC,YR2012,,
UMC,YR2016,,
URY,YR1992,96.7099838256836,82.2875298305564
URY,YR1996,97.4872055053711,79.3663787081718
URY,YR2000,98.0077514648437,82.6573998795369
URY,YR2004,98.3061141967773,85.8520888076609
URY,YR2008,98.784355,88.937183
URY,YR2012,99.3490753173828,93.26591849885
URY,YR2016,100.0,100.0
USA,YR1992,100.0,100.0
USA,YR1996,100.0,100.0
USA,YR2000,100.0,100.0
USA,YR2004,100.0,100.0
USA,YR2008,100.0,100.0
USA,YR2012,100.0,100.0
USA,YR2016,100.0,100.0
UZB,YR1992,98.7313079833984,98.2562925623325
UZB,YR1996,99.6,99.3
UZB,YR2000,99.6330184936523,99.4872420701241
UZB,YR2004,99.7321548461914,99.5906296545248
UZB,YR2008,99.9029541015625,99.8476396875666
UZB,YR2012,99.9999084472656,99.9998565408876
UZB,YR2016,100.0,100.0
VCT,YR1992,68.9216690063477,59.9967934556315
VCT,YR1996,74.5949783325195,67.449265869247
VCT,YR2000,80.0250778198242,74.7723873426031
VCT,YR2004,85.2016677856445,81.9363053374267
VCT,YR2008,90.4702224731445,89.4494782609856
VCT,YR2012,96.034423828125,97.6494909047182
VCT,YR2016,100.0,100.0
VEN,YR1992,97.820203,97.329876
VEN,YR1996,98.2056121826172,86.6040469299979
VEN,YR2000,98.4856872558594,87.4017222553409
VEN,YR2004,98.5122604370117,87.038338503079
VEN,YR2008,98.6307983398438,87.8970962361309
VEN,YR2012,99.0449676513672,91.433917940473
VEN,YR2016,99.6038360595703,96.3843754389501
VGB,YR1992,,
VGB,YR1996,,
VGB,YR2000,,
VGB,YR2004,,
VGB,YR2008,,
VGB,YR2012,,
VGB,YR2016,,
VIR,YR1992,100.0,100.0
VIR,YR1996,100.0,100.0
VIR,YR2000,100.0,100.0
VIR,YR2004,100.0,100.0
VIR,YR2008,100.0,100.0
VIR,YR2012,100.0,100.0
VIR,YR2016,100.0,100.0
VNM,YR1992,76.6132354736328,70.8394182422493
VNM,YR1996,81.5481567382813,76.5465971970381
VNM,YR2000,86.239875793457,82.1336656699649
VNM,YR2004,90.6780853271484,87.5791045508764
VNM,YR2008,95.2082595825195,93.4449580957572
VNM,YR2012,100.0,100.0
VNM,YR2016,100.0,100.0
VUT,YR1992,10.1467781066895,
VUT,YR1996,16.36474609375,1.1389200301525
VUT,YR2000,22.3395042419434,6.84990223642562
VUT,YR2004,28.0607566833496,12.4102501763534
VUT,YR2008,33.8739738464355,18.1128444841329
VUT,YR2012,39.9828300476074,24.2090427709081
VUT,YR2016,57.82,46.44
WLF,YR1992,,
WLF,YR1996,,
WLF,YR2000,,
WLF,YR2004,,
WLF,YR2008,,
WLF,YR2012,,
WLF,YR2016,,
WSM,YR1992,79.8687896728515,74.9991742551099
WSM,YR1996,83.8613433837891,79.905348562811
WSM,YR2000,87.6106872558594,84.5647006038631
WSM,YR2004,91.1065292358398,89.0667034876141
WSM,YR2008,94.6943283081055,93.6303052481611
WSM,YR2012,98.5047073364258,98.3262019890238
WSM,YR2016,100.0,100.0
XKX,YR1992,88.9717483520508,
XKX,YR1996,91.4636459350586,
XKX,YR2000,93.7123413085938,
XKX,YR2004,95.70751953125,
XKX,YR2008,97.7946701049805,
XKX,YR2012,99.7736511230469,
XKX,YR2016,100.0,
YEM,YR1992,44.1,33.9
YEM,YR1996,44.5372047424316,29.78923159438
YEM,YR2000,49.9586639404297,35.0295154903642
YEM,YR2004,49.59,32.24
YEM,YR2008,60.3865394592285,45.4168564334937
YEM,YR2012,65.9421005249023,51.3225489903046
YEM,YR2016,71.6423492431641,57.6911624125305
ZAF,YR1992,61.811710357666,38.4035514694694
ZAF,YR1996,57.6,25.0694634370981
ZAF,YR2000,71.3391799926758,52.1460216148961
ZAF,YR2004,80.9,71.4849916803226
ZAF,YR2008,81.9,70.5669814117932
ZAF,YR2012,85.3,75.5966659793825
ZAF,YR2016,84.2,67.9214351327324
ZMB,YR1992,19.2,3.1
ZMB,YR1996,17.3,1.5
ZMB,YR2000,16.7,2.2
ZMB,YR2004,20.3,3.1
ZMB,YR2008,22.7146854400635,3.92902856636613
ZMB,YR2012,24.8946666717529,3.37938406674913
ZMB,YR2016,27.2193374633789,2.65774574590031
ZWE,YR1992,28.2,3.03592127469067
ZWE,YR1996,32.4599494934082,7.33369081897213
ZWE,YR2000,33.5974197387695,7.17976727640345
ZWE,YR2004,34.4813804626465,7.97255743202023
ZWE,YR2008,35.4573097229004,10.3317228560259
ZWE,YR2012,36.7288780212402,12.981644179652
ZWE,YR2016,38.1451377868652,15.575583712267
